customer_id,shop_name,gps_lat,gps_lng,locality,territory_id,customer_rating,review_rating,shop_category,cold_truck_required,volume_tier,payment_type,credit_limit,outstanding_balance,lifecycle_state,acquisition_date,preferred_visit_day,preferred_order_window
CUS_DMM_0078,Al Riyadh Banquet Kitchen,26.437755,50.08357,Al Mazruiyah,TER_DMM,3,3.6,Catering Kitchen,True,MED,cash,0.0,0.0,Active,2025-02-14,Sunday,Afternoon
CUS_DMM_0079,Al Rajhi Trading Supermarket,26.469709,50.115346,Al Shati,TER_DMM,4,4.9,Supermarket,True,MED,credit,16270.08,17438.13,At Risk,2024-02-21,Sunday,Morning
CUS_DMM_0080,Al Dana Fresh Food Store,26.436857,50.10858,Al Mazruiyah,TER_DMM,1,3.9,Grocery,False,HIGH,credit,76609.67,37219.47,Active,2024-06-16,Wednesday,Morning
CUS_DMM_0081,Al Qahtani Trading Bakery,26.401543,50.067184,Al Badiyah,TER_DMM,5,3.4,Bakery,False,LOW,cash,0.0,0.0,New,2023-05-21,Monday,Midday
CUS_DMM_0082,Al Badiyah Grocery,26.406406,50.060793,Al Badiyah,TER_DMM,2,4.3,Grocery,False,MED,cash,0.0,0.0,At Risk,2022-06-15,Sunday,Midday
CUS_DMM_0083,Al Mutairi Trading Corner Market,26.436956,50.074178,Al Nuzha,TER_DMM,4,3.6,Mini Market,False,MED,cash,0.0,0.0,New,2024-09-19,Sunday,Afternoon
CUS_DMM_0084,Al Manar Grocery,26.39612,50.050865,Al Badiyah,TER_DMM,3,3.7,Grocery,False,HIGH,credit,83311.29,7532.77,Active,2026-01-05,Monday,Morning
CUS_DMM_0085,Al Rashid Frozen Foods,26.462922,50.127358,Al Shati,TER_DMM,3,4.8,Cold Store,True,LOW,cash,0.0,0.0,Active,2022-05-07,Thursday,Afternoon
CUS_DMM_0086,Al Safa Banquet Kitchen,26.441673,50.085731,Al Mazruiyah,TER_DMM,3,4.3,Catering Kitchen,False,MED,cash,0.0,0.0,Dormant,2024-03-26,Thursday,Midday
CUS_DMM_0087,Al Waha Supermarket,26.463881,50.120362,Al Shati,TER_DMM,4,4.1,Supermarket,False,LOW,cash,0.0,0.0,Active,2024-10-15,Wednesday,Morning
CUS_DMM_0088,Al Malki Trading Sweets & Bakery,26.385031,50.078156,Al Badiyah,TER_DMM,4,5.0,Bakery,False,MED,cash,0.0,0.0,Active,2024-09-16,Thursday,Afternoon
CUS_DMM_0089,Al Qahtani Trading Supermarket,26.426799,50.038424,Al Nuzha,TER_DMM,5,4.2,Supermarket,True,LOW,cash,0.0,0.0,Active,2025-07-29,Saturday,Afternoon
CUS_DMM_0090,Al Zahrani Trading Baqala,26.437466,50.051582,Al Nuzha,TER_DMM,4,5.0,Grocery,False,MED,credit,17189.65,5007.11,Active,2025-03-22,Tuesday,Morning
CUS_DMM_0091,Al Nada Fresh Hospitality Supplies,26.400107,50.048663,Al Badiyah,TER_DMM,3,3.2,Hotel Kitchen,True,MED,cash,0.0,0.0,Active,2023-08-22,Thursday,Morning
CUS_DMM_0092,Al Zahrani Trading Cold Store,26.419969,50.078183,Al Faisaliyah,TER_DMM,5,5.0,Cold Store,True,LOW,cash,0.0,0.0,New,2024-11-06,Thursday,Afternoon
CUS_DMM_0093,Al Othman Trading Baqala,26.422371,50.081414,Al Faisaliyah,TER_DMM,5,4.0,Grocery,False,HIGH,cash,0.0,0.0,Active,2023-06-27,Saturday,Afternoon
CUS_DMM_0094,Al Tazaj Fresh Meat,26.441583,50.110377,Al Faisaliyah,TER_DMM,4,3.7,Butchery,True,LOW,cash,0.0,0.0,New,2024-03-06,Tuesday,Morning
CUS_DMM_0095,Al Qassim Hotel Kitchen,26.464588,50.125536,Al Shati,TER_DMM,4,4.4,Hotel Kitchen,True,MED,credit,11176.33,9832.19,At Risk,2022-04-16,Saturday,Midday
CUS_DMM_0096,Al Manar Butchery,26.422896,50.066042,Al Badiyah,TER_DMM,3,3.8,Butchery,True,LOW,cash,0.0,0.0,Active,2025-06-24,Wednesday,Afternoon
CUS_DMM_0097,Al Madina Coffee House,26.454752,50.110145,Al Mazruiyah,TER_DMM,5,4.5,Cafe,False,LOW,cash,0.0,0.0,Active,2022-01-02,Wednesday,Morning
CUS_DMM_0098,Al Rawabi Fresh Baqala,26.439413,50.056715,Al Nuzha,TER_DMM,5,4.6,Mini Market,False,MED,cash,0.0,0.0,Active,2024-07-25,Tuesday,Morning
CUS_DMM_0099,Al Tazaj Al Mazruiyah Frozen Foods,26.463665,50.104359,Al Mazruiyah,TER_DMM,4,3.9,Cold Store,True,HIGH,credit,110687.14,113356.12,Dormant,2022-09-11,Monday,Midday
CUS_DMM_0100,Al Safa Fresh Grocery,26.449752,50.111375,Al Mazruiyah,TER_DMM,4,3.6,Grocery,False,HIGH,credit,53701.47,7313.44,Active,2022-06-07,Thursday,Afternoon
